F_Id,F_ParentId,F_Layers,F_EnCode,F_FullName,F_SimpleSpelling,F_SortCode,F_DeleteMark,F_EnabledMark,F_Description,F_CreateTime,F_CreatorUserId,F_LastModifyTime,F_LastModifyUserId,F_DeleteTime,F_DeleteUserId
610300,610000,2,610300,宝鸡市,bjs,610300,,TRUE,,2016/7/20 0:00,,,,,
610400,610000,2,610400,咸阳市,xys,610400,,TRUE,,2016/7/20 0:00,,,,,
610500,610000,2,610500,渭南市,wns,610500,,TRUE,,2016/7/20 0:00,,,,,
610600,610000,2,610600,延安市,yas,610600,,TRUE,,2016/7/20 0:00,,,,,
610700,610000,2,610700,汉中市,hzs,610700,,TRUE,,2016/7/20 0:00,,,,,
610800,610000,2,610800,榆林市,yls,610800,,TRUE,,2016/7/20 0:00,,,,,
610900,610000,2,610900,安康市,aks,610900,,TRUE,,2016/7/20 0:00,,,,,
611000,610000,2,611000,商洛市,sls,611000,,TRUE,,2016/7/20 0:00,,,,,
620100,620000,2,620100,兰州市,lzs,620100,,TRUE,,2016/7/20 0:00,,,,,
620200,620000,2,620200,嘉峪关市,jygs,620200,,TRUE,,2016/7/20 0:00,,,,,
620300,620000,2,620300,金昌市,jcs,620300,,TRUE,,2016/7/20 0:00,,,,,
620400,620000,2,620400,白银市,bys,620400,,TRUE,,2016/7/20 0:00,,,,,
620500,620000,2,620500,天水市,tss,620500,,TRUE,,2016/7/20 0:00,,,,,
110000,0,1,110000,北京,bj,110000,,TRUE,,2016/7/20 0:00,,,,,
120000,0,1,120000,天津,tj,120000,,TRUE,,2016/7/20 0:00,,,,,
130000,0,1,130000,河北省,hbs,130000,,TRUE,,2016/7/20 0:00,,,,,
140000,0,1,140000,山西省,sxs,140000,,TRUE,,2016/7/20 0:00,,,,,
150000,0,1,150000,内蒙古自治区,nmgzzq,150000,,TRUE,,2016/7/20 0:00,,,,,
210000,0,1,210000,辽宁省,lns,210000,,TRUE,,2016/7/20 0:00,,,,,
220000,0,1,220000,吉林省,jls,220000,,TRUE,,2016/7/20 0:00,,,,,
230000,0,1,230000,黑龙江省,hljs,230000,,TRUE,,2016/7/20 0:00,,,,,
310000,0,1,310000,上海,sh,310000,,TRUE,,2016/7/20 0:00,,,,,
320000,0,1,320000,江苏省,jss,320000,,TRUE,,2016/7/20 0:00,,,,,
330000,0,1,330000,浙江省,zjs,330000,,TRUE,,2016/7/20 0:00,,,,,
340000,0,1,340000,安徽省,ahs,340000,,TRUE,,2016/7/20 0:00,,,,,
350000,0,1,350000,福建省,fjs,350000,,TRUE,,2016/7/20 0:00,,,,,
360000,0,1,360000,江西省,jxs,360000,,TRUE,,2016/7/20 0:00,,,,,
370000,0,1,370000,山东省,sds,370000,,TRUE,,2016/7/20 0:00,,,,,
410000,0,1,410000,河南省,hns,410000,,TRUE,,2016/7/20 0:00,,,,,
420000,0,1,420000,湖北省,hbs,420000,,TRUE,,2016/7/20 0:00,,,,,
430000,0,1,430000,湖南省,hns,430000,,TRUE,,2016/7/20 0:00,,,,,
440000,0,1,440000,广东省,gds,440000,,TRUE,,2016/7/20 0:00,,,,,
450000,0,1,450000,广西壮族自治区,gxzzzzq,450000,,TRUE,,2016/7/20 0:00,,,,,
460000,0,1,460000,海南省,hns,460000,,TRUE,,2016/7/20 0:00,,,,,
500000,0,1,500000,重庆,zq,500000,,TRUE,,2016/7/20 0:00,,,,,
510000,0,1,510000,四川省,scs,510000,,TRUE,,2016/7/20 0:00,,,,,
520000,0,1,520000,贵州省,gzs,520000,,TRUE,,2016/7/20 0:00,,,,,
530000,0,1,530000,云南省,yns,530000,,TRUE,,2016/7/20 0:00,,,,,
540000,0,1,540000,西藏自治区,xzzzq,540000,,TRUE,,2016/7/20 0:00,,,,,
610000,0,1,610000,陕西省,sxs,610000,,TRUE,,2016/7/20 0:00,,,,,
620000,0,1,620000,甘肃省,gss,620000,,TRUE,,2016/7/20 0:00,,,,,
630000,0,1,630000,青海省,qhs,630000,,TRUE,,2016/7/20 0:00,,,,,
640000,0,1,640000,宁夏回族自治区,nxhzzzq,640000,,TRUE,,2016/7/20 0:00,,,,,
650000,0,1,650000,新疆维吾尔自治区,xjwwezzq,650000,,TRUE,,2016/7/20 0:00,,,,,
810000,0,1,810000,香港特别行政区,xgtbxzq,810000,,TRUE,,2016/7/20 0:00,,,,,
820000,0,1,820000,澳门特别行政区,amtbxzq,820000,,TRUE,,2016/7/20 0:00,,,,,
830000,0,1,830000,台湾省,tws,830000,,TRUE,,2016/7/20 0:00,,,,,
150900,150000,2,150900,乌兰察布市,wlcbs,150900,,TRUE,,2016/7/20 0:00,,,,,
340300,340000,2,340300,蚌埠市,bbs,340300,,TRUE,,2016/7/20 0:00,,,,,
411700,410000,2,411700,驻马店市,zmds,411700,,TRUE,,2016/7/20 0:00,,,,,
510600,510000,2,510600,德阳市,dys,510600,,TRUE,,2016/7/20 0:00,,,,,
620600,620000,2,620600,武威市,wws,620600,,TRUE,,2016/7/20 0:00,,,,,
620700,620000,2,620700,张掖市,zys,620700,,TRUE,,2016/7/20 0:00,,,,,
620800,620000,2,620800,平凉市,pls,620800,,TRUE,,2016/7/20 0:00,,,,,
620900,620000,2,620900,酒泉市,jqs,620900,,TRUE,,2016/7/20 0:00,,,,,
621000,620000,2,621000,庆阳市,qys,621000,,TRUE,,2016/7/20 0:00,,,,,
621100,620000,2,621100,定西市,dxs,621100,,TRUE,,2016/7/20 0:00,,,,,
621200,620000,2,621200,陇南市,lns,621200,,TRUE,,2016/7/20 0:00,,,,,
622900,620000,2,622900,临夏回族自治州,lxhzzzz,622900,,TRUE,,2016/7/20 0:00,,,,,
623000,620000,2,623000,甘南藏族自治州,gnzzzzz,623000,,TRUE,,2016/7/20 0:00,,,,,
630100,630000,2,630100,西宁市,xns,630100,,TRUE,,2016/7/20 0:00,,,,,
632100,630000,2,632100,海东市,hds,632100,,TRUE,,2016/7/20 0:00,,,,,
632200,630000,2,632200,海北藏族自治州,hbzzzzz,632200,,TRUE,,2016/7/20 0:00,,,,,
632300,630000,2,632300,黄南藏族自治州,hnzzzzz,632300,,TRUE,,2016/7/20 0:00,,,,,
632500,630000,2,632500,海南藏族自治州,hnzzzzz,632500,,TRUE,,2016/7/20 0:00,,,,,
632600,630000,2,632600,果洛藏族自治州,glzzzzz,632600,,TRUE,,2016/7/20 0:00,,,,,
632700,630000,2,632700,玉树藏族自治州,yszzzzz,632700,,TRUE,,2016/7/20 0:00,,,,,
632800,630000,2,632800,海西蒙古族藏族自治州,hxmgzzzzzz,632800,,TRUE,,2016/7/20 0:00,,,,,
640100,640000,2,640100,银川市,ycs,640100,,TRUE,,2016/7/20 0:00,,,,,
640200,640000,2,640200,石嘴山市,szss,640200,,TRUE,,2016/7/20 0:00,,,,,
640300,640000,2,640300,吴忠市,wzs,640300,,TRUE,,2016/7/20 0:00,,,,,
640400,640000,2,640400,固原市,gys,640400,,TRUE,,2016/7/20 0:00,,,,,
640500,640000,2,640500,中卫市,zws,640500,,TRUE,,2016/7/20 0:00,,,,,
650100,650000,2,650100,乌鲁木齐市,wlmqs,650100,,TRUE,,2016/7/20 0:00,,,,,
650200,650000,2,650200,克拉玛依市,klmys,650200,,TRUE,,2016/7/20 0:00,,,,,
652100,650000,2,652100,吐鲁番地区,tlfdq,652100,,TRUE,,2016/7/20 0:00,,,,,
652200,650000,2,652200,哈密地区,hmdq,652200,,TRUE,,2016/7/20 0:00,,,,,
652300,650000,2,652300,昌吉回族自治州,cjhzzzz,652300,,TRUE,,2016/7/20 0:00,,,,,
652700,650000,2,652700,博尔塔拉蒙古自治州,betlmgzzz,652700,,TRUE,,2016/7/20 0:00,,,,,
652800,650000,2,652800,巴音郭楞蒙古自治州,byglmgzzz,652800,,TRUE,,2016/7/20 0:00,,,,,
652900,650000,2,652900,阿克苏地区,aksdq,652900,,TRUE,,2016/7/20 0:00,,,,,
653000,650000,2,653000,克孜勒苏柯尔克孜自治州,kzlskekzzzz,653000,,TRUE,,2016/7/20 0:00,,,,,
653100,650000,2,653100,喀什地区,ksdq,653100,,TRUE,,2016/7/20 0:00,,,,,
653200,650000,2,653200,和田地区,htdq,653200,,TRUE,,2016/7/20 0:00,,,,,
654000,650000,2,654000,伊犁哈萨克自治州,ylhskzzz,654000,,TRUE,,2016/7/20 0:00,,,,,
654200,650000,2,654200,塔城地区,tcdq,654200,,TRUE,,2016/7/20 0:00,,,,,
654300,650000,2,654300,阿勒泰地区,altdq,654300,,TRUE,,2016/7/20 0:00,,,,,
810100,810000,2,810100,香港岛,xgd,810100,,TRUE,,2016/7/20 0:00,,,,,
810200,810000,2,810200,九龙,jl,810200,,TRUE,,2016/7/20 0:00,,,,,
810300,810000,2,810300,新界,xj,810300,,TRUE,,2016/7/20 0:00,,,,,
820100,820000,2,820100,澳门半岛,ambd,820100,,TRUE,,2016/7/20 0:00,,,,,
820300,820000,2,820300,路环岛,lhd,820300,,TRUE,,2016/7/20 0:00,,,,,
820400,820000,2,820400,凼仔岛,dzd,820400,,TRUE,,2016/7/20 0:00,,,,,
830100,830000,2,830100,台北市,tbs,830100,,TRUE,,2016/7/20 0:00,,,,,
830200,830000,2,830200,高雄市,gxs,830200,,TRUE,,2016/7/20 0:00,,,,,
830300,830000,2,830300,台南市,tns,830300,,TRUE,,2016/7/20 0:00,,,,,
830400,830000,2,830400,台中市,tzs,830400,,TRUE,,2016/7/20 0:00,,,,,
830500,830000,2,830500,南投县,ntx,830500,,TRUE,,2016/7/20 0:00,,,,,
830600,830000,2,830600,基隆市,jls,830600,,TRUE,,2016/7/20 0:00,,,,,
830700,830000,2,830700,新竹市,xzs,830700,,TRUE,,2016/7/20 0:00,,,,,
830800,830000,2,830800,嘉义市,jys,830800,,TRUE,,2016/7/20 0:00,,,,,
830900,830000,2,830900,宜兰县,ylx,830900,,TRUE,,2016/7/20 0:00,,,,,
831000,830000,2,831000,新竹县,xzx,831000,,TRUE,,2016/7/20 0:00,,,,,
831100,830000,2,831100,桃园县,tyx,831100,,TRUE,,2016/7/20 0:00,,,,,
831200,830000,2,831200,苗栗县,mlx,831200,,TRUE,,2016/7/20 0:00,,,,,
831300,830000,2,831300,彰化县,zhx,831300,,TRUE,,2016/7/20 0:00,,,,,
831400,830000,2,831400,嘉义县,jyx,831400,,TRUE,,2016/7/20 0:00,,,,,
831500,830000,2,831500,云林县,ylx,831500,,TRUE,,2016/7/20 0:00,,,,,
831600,830000,2,831600,屏东县,pdx,831600,,TRUE,,2016/7/20 0:00,,,,,
831700,830000,2,831700,台东县,tdx,831700,,TRUE,,2016/7/20 0:00,,,,,
831800,830000,2,831800,花莲县,hlx,831800,,TRUE,,2016/7/20 0:00,,,,,
831900,830000,2,831900,澎湖县,phx,831900,,TRUE,,2016/7/20 0:00,,,,,
832000,830000,2,832000,新北市,xbs,832000,,TRUE,,2016/7/20 0:00,,,,,
832100,830000,2,832100,台中县,tzx,832100,,TRUE,,2016/7/20 0:00,,,,,
832200,830000,2,832200,连江县,ljx,832200,,TRUE,,2016/7/20 0:00,,,,,
110100,110000,2,110100,北京市,bjs,110100,,TRUE,,2016/7/20 0:00,,,,,
